ship_mode,segment,country,city,state,Postal_Code,region,category,sub_category, Sales ,Quantity,Discount,Profit
Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Appliances, 45.22 ,3,20%,4.5216
Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Binders, 28.78 ,6,70%,-21.1068
Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper, 24.45 ,4,20%,8.8624
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders, 10.48 ,6,80%,-17.2854
Second Class,Home Office,United States,San Jose,California,95123,West,Furniture,Furnishings, 76.14 ,3,0%,26.649
Second Class,Home Office,United States,Wichita,Kansas,67212,Central,Office Supplies,Art, 21.24 ,3,0%,8.0712
Second Class,Home Office,United States,Wichita,Kansas,67212,Central,Office Supplies,Binders, 127.96 ,2,0%,60.1412
Standard Class,Home Office,United States,Los Angeles,California,90036,West,Technology,Copiers, 479.98 ,2,20%,89.997
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Technology,Phones, 657.93 ,7,0%,184.2204
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Furniture,Furnishings, 33.48 ,4,0%,8.7048
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Art, 13.90 ,5,0%,3.614
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Storage, 26.86 ,2,0%,6.715
Standard Class,Consumer,United States,Lewiston,Idaho,83501,West,Office Supplies,Binders, 9.58 ,1,20%,3.3544
Standard Class,Home Office,United States,Hampton,Virginia,23666,South,Office Supplies,Binders, 113.10 ,3,0%,56.55
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper, 65.78 ,11,0%,32.2322
Standard Class,Corporate,United States,Hattiesburg,Mississippi,39401,South,Technology,Accessories, 239.70 ,6,0%,105.468
First Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings, 25.63 ,3,20%,3.8448
First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Labels, 23.62 ,8,20%,7.9704
Second Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Art, 8.26 ,2,0%,3.7996
Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Envelopes, 76.58 ,7,0%,38.29
Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Art, 8.80 ,5,0%,4.224
Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Binders, 590.35 ,6,20%,206.6232
Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Fasteners, 5.58 ,3,0%,0.1674
Second Class,Home Office,United States,Danville,California,94526,West,Furniture,Furnishings, 25.02 ,3,0%,10.5084
Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Storage, 452.55 ,7,0%,22.6275
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Supplies, 17.76 ,2,0%,4.9728
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Technology,Phones, 302.38 ,2,20%,30.2384
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Furniture,Chairs, 146.35 ,3,20%,-5.4882
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Appliances, 7.90 ,2,0%,2.054
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Furniture,Tables, 902.71 ,3,20%,33.8517
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Art, 53.97 ,3,0%,15.1116
Second Class,Home Office,United States,Washington,District of Columbia,20016,East,Office Supplies,Art, 33.92 ,8,0%,13.2288
Standard Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Supplies, 21.81 ,3,0%,5.8887
Standard Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Appliances, 91.60 ,5,0%,26.564
Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Furniture,Chairs, 150.98 ,1,0%,43.7842
Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Office Supplies,Envelopes, 137.25 ,9,0%,63.135
Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Office Supplies,Fasteners, 11.52 ,4,0%,5.4144
Second Class,Home Office,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper, 18.27 ,1,20%,5.9384
Second Class,Home Office,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper, 153.73 ,4,20%,53.8048
Second Class,Home Office,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Envelopes, 12.22 ,2,20%,4.4312
Second Class,Home Office,United States,Jacksonville,North Carolina,28540,South,Technology,Accessories, 167.94 ,7,20%,50.3832
Standard Class,Consumer,United States,Rochester,New York,14609,East,Technology,Phones, 45.99 ,1,0%,13.3371
Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Storage, 535.41 ,3,0%,160.623
Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders, 6.10 ,2,20%,2.0574
Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Paper, 45.36 ,7,0%,21.7728
Standard Class,Consumer,United States,Oceanside,California,92054,West,Furniture,Furnishings, 47.12 ,8,0%,20.7328
Second Class,Corporate,United States,Gulfport,Mississippi,39503,South,Office Supplies,Binders, 31.36 ,4,0%,15.68
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Art, 47.62 ,3,20%,3.5712
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper, 23.48 ,5,20%,8.218
Standard Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Appliances, 62.79 ,3,80%,-166.3935
Standard Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Fasteners, 28.44 ,9,20%,4.266
Second Class,Corporate,United States,Houston,Texas,77095,Central,Technology,Accessories, 134.38 ,3,20%,6.7188
Standard Class,Home Office,United States,Everett,Massachusetts,2149,East,Technology,Phones, 589.90 ,2,0%,147.475
Standard Class,Home Office,United States,Everett,Massachusetts,2149,East,Furniture,Chairs, 542.94 ,3,0%,141.1644
First Class,Home Office,United States,Los Angeles,California,90049,West,Technology,Copiers," 2,879.95 ",6,20%,1007.9832
First Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Binders, 90.48 ,3,20%,33.93
Second Class,Corporate,United States,Wilmington,Delaware,19805,East,Office Supplies,Storage, 77.55 ,5,0%,21.714
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Supplies, 8.83 ,3,20%,-1.9872
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Paper, 177.54 ,4,20%,62.1376
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Storage, 258.48 ,2,20%,-3.231
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Furniture,Furnishings, 14.14 ,3,20%,4.2408
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage, 77.55 ,5,0%,20.163
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage, 24.88 ,2,0%,6.9664
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Art, 140.75 ,5,0%,39.41
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage, 36.63 ,3,0%,9.8901
Same Day,Consumer,United States,Mount Pleasant,Michigan,48858,Central,Furniture,Furnishings, 17.14 ,2,0%,6.1704
Second Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Labels, 51.75 ,5,0%,24.84
Second Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings, 123.96 ,3,0%,11.1564
Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Bookcases, 586.40 ,6,15%,34.494
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Storage, 80.98 ,1,0%,3.2392
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Storage, 242.94 ,3,0%,9.7176
First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art, 123.92 ,4,0%,33.4584
First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art, 12.39 ,3,0%,5.6994
First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art, 47.30 ,2,0%,12.298
Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Technology,Copiers," 1,599.92 ",8,0%,751.9624
Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Office Supplies,Envelopes, 11.09 ,1,0%,5.4341
Second Class,Consumer,United States,Fort Collins,Colorado,80525,West,Office Supplies,Binders, 3.17 ,4,70%,-2.5344
Second Class,Consumer,United States,Fort Collins,Colorado,80525,West,Furniture,Chairs, 579.14 ,4,20%,-28.9568
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders, 6.37 ,2,20%,2.1492
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Machines, 558.40 ,2,20%,41.88
Standard Class,Home Office,United States,New York City,New York,10011,East,Furniture,Chairs, 145.76 ,2,10%,-8.098
Standard Class,Corporate,United States,Richmond,Virginia,23223,South,Office Supplies,Paper, 13.62 ,3,0%,6.129
Standard Class,Home Office,United States,New York City,New York,10009,East,Furniture,Chairs, 434.65 ,3,10%,62.7822
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper, 440.19 ,9,0%,206.8893
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Supplies, 64.40 ,5,0%,1.932
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper, 244.55 ,5,0%,114.9385
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper, 195.76 ,4,0%,97.88
Standard Class,Home Office,United States,Perth Amboy,New Jersey,8861,East,Office Supplies,Paper, 11.76 ,2,0%,5.7624
Standard Class,Home Office,United States,Perth Amboy,New Jersey,8861,East,Office Supplies,Storage, 166.45 ,5,0%,39.948
Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Fasteners, 2.88 ,1,0%,1.3536
Standard Class,Corporate,United States,Freeport,Illinois,61032,Central,Office Supplies,Storage, 45.25 ,2,20%,3.9592
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art, 59.90 ,2,20%,14.2272
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Appliances, 23.70 ,2,20%,6.5164
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper, 7.97 ,2,20%,2.8884
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Appliances, 18.20 ,7,20%,2.0475
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories, 27.55 ,3,20%,-0.3444
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs, 844.12 ,6,30%,-36.1764
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage, 76.75 ,3,20%,-9.594
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Labels, 3.00 ,1,20%,1.05
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Binders, 7.51 ,9,70%,-6.0048
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Labels, 16.56 ,2,20%,5.796
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Furniture,Furnishings, 79.92 ,4,0%,34.3656
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Accessories, 69.98 ,2,0%,13.2962
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Binders, 11.06 ,10,80%,-18.802
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Furniture,Bookcases, 623.46 ,7,32%,-119.1918
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Storage, 772.68 ,5,20%,-57.951
Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Appliances, 283.14 ,4,10%,72.358
Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Technology,Phones, 635.96 ,4,0%,165.3496
Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Technology,Phones, 118.99 ,1,0%,33.3172
Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Furnishings, 272.94 ,3,0%,30.0234
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings, 15.01 ,2,20%,1.5008
Standard Class,Consumer,United States,Logan,Utah,84321,West,Office Supplies,Binders, 33.09 ,4,20%,11.1672
Standard Class,Consumer,United States,Logan,Utah,84321,West,Office Supplies,Storage, 80.98 ,1,0%,3.2392
Standard Class,Consumer,United States,Logan,Utah,84321,West,Technology,Accessories, 82.80 ,12,0%,6.624
Standard Class,Consumer,United States,Logan,Utah,84321,West,Office Supplies,Storage, 21.36 ,2,0%,5.7672
Standard Class,Consumer,United States,Logan,Utah,84321,West,Office Supplies,Binders, 62.05 ,2,20%,20.1656
Second Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Fasteners, 29.61 ,9,0%,13.3245
Same Day,Consumer,United States,Raleigh,North Carolina,27604,South,Technology,Phones, 863.93 ,9,20%,86.3928
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Tables, 241.92 ,4,40%,-56.448
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Bookcases, 163.88 ,4,50%,-81.94
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders, 3.49 ,2,70%,-2.7888
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Fasteners, 10.58 ,7,20%,-2.3814
Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Technology,Phones, 440.91 ,9,0%,123.4548
Standard Class,Consumer,United States,Lancaster,Pennsylvania,17602,East,Office Supplies,Binders, 5.72 ,5,70%,-4.7625
First Class,Consumer,United States,Tucson,Arizona,85705,West,Furniture,Furnishings, 51.97 ,2,20%,10.3936
First Class,Consumer,United States,Tucson,Arizona,85705,West,Technology,Accessories, 71.98 ,3,20%,21.5928
First Class,Consumer,United States,Tucson,Arizona,85705,West,Furniture,Chairs, 242.35 ,3,20%,-42.4116
First Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Paper, 221.92 ,5,20%,77.672
First Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Paper, 8.45 ,2,20%,2.64
Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Binders, 29.52 ,4,0%,14.4648
Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Chairs, 302.94 ,3,0%,48.4704
Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Chairs, 142.36 ,2,0%,38.4372
Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Chairs, 546.66 ,9,0%,136.665
Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Furnishings, 212.13 ,3,0%,14.8491
Standard Class,Home Office,United States,Austin,Texas,78745,Central,Office Supplies,Art, 5.25 ,2,20%,0.5904
Standard Class,Home Office,United States,Austin,Texas,78745,Central,Office Supplies,Storage, 74.42 ,2,20%,-14.8832
Standard Class,Home Office,United States,Austin,Texas,78745,Central,Office Supplies,Paper, 6.85 ,2,20%,2.14
Standard Class,Home Office,United States,Austin,Texas,78745,Central,Furniture,Furnishings, 8.00 ,1,60%,-6.9965
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Appliances, 8.71 ,2,80%,-19.602
First Class,Consumer,United States,Waterbury,Connecticut,6708,East,Office Supplies,Supplies, 65.17 ,7,0%,18.8993
First Class,Consumer,United States,Waterbury,Connecticut,6708,East,Office Supplies,Labels, 14.62 ,2,0%,6.8714
First Class,Consumer,United States,Waterbury,Connecticut,6708,East,Furniture,Furnishings, 173.24 ,4,0%,17.324
First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders, 895.92 ,5,20%,302.373
First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage, 130.71 ,3,0%,39.213
First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art, 11.68 ,2,0%,3.0368
First Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Accessories, 62.31 ,3,0%,22.4316
Same Day,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders, 0.85 ,1,70%,-0.5964
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Paper, 36.29 ,7,20%,12.7008
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Furnishings, 56.57 ,2,60%,-74.9526
First Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Phones, 344.70 ,2,20%,38.7792
Standard Class,Consumer,United States,Louisville,Colorado,80027,West,Technology,Phones, 201.58 ,2,20%,20.1584
Second Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,Tables, 521.96 ,2,0%,88.7332
Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Art, 8.22 ,3,0%,2.2194
First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper, 45.36 ,7,0%,21.7728
Second Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Storage, 947.17 ,7,0%,9.4717
Second Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Paper, 61.96 ,2,0%,27.882
Second Class,Consumer,United States,Aurora,Illinois,60505,Central,Furniture,Tables, 268.94 ,3,50%,-209.7693
Standard Class,Home Office,United States,Seattle,Washington,98103,West,Office Supplies,Art, 7.58 ,1,0%,2.9562
Same Day,Consumer,United States,Athens,Georgia,30605,South,Office Supplies,Labels, 14.73 ,3,0%,7.2177
Standard Class,Home Office,United States,Apopka,Florida,32712,South,Office Supplies,Binders, 9.89 ,2,70%,-6.9216
Standard Class,Home Office,United States,Apopka,Florida,32712,South,Office Supplies,Appliances, 671.54 ,3,20%,50.3658
Second Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Storage," 1,117.92 ",4,0%,55.896
Second Class,Home Office,United States,New York City,New York,10009,East,Furniture,Bookcases, 275.95 ,3,20%,-37.9434
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders, 123.14 ,7,20%,46.179
Second Class,Consumer,United States,Dallas,Texas,75217,Central,Technology,Accessories, 15.58 ,3,20%,3.3099
Second Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper, 212.64 ,6,0%,99.9408
Second Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper, 9.87 ,3,0%,4.5402
Second Class,Consumer,United States,San Diego,California,92105,West,Technology,Accessories, 53.25 ,3,0%,20.7675
Second Class,Consumer,United States,San Diego,California,92105,West,Furniture,Furnishings, 19.92 ,3,0%,9.5616
Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Chairs, 658.75 ,3,10%,146.388
Standard Class,Home Office,United States,Lewiston,Maine,4240,East,Office Supplies,Binders, 8.26 ,2,0%,3.8822
Standard Class,Home Office,United States,Lewiston,Maine,4240,East,Office Supplies,Binders, 29.84 ,2,0%,13.428
Standard Class,Home Office,United States,Lewiston,Maine,4240,East,Technology,Accessories, 67.98 ,2,0%,14.9556
Standard Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Labels, 61.06 ,2,0%,28.0876
Standard Class,Consumer,United States,Long Beach,California,90805,West,Furniture,Tables, 35.54 ,1,20%,-0.8886
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Labels, 9.96 ,2,0%,4.5816
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Art, 9.21 ,3,0%,2.3025
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Supplies, 27.93 ,3,0%,8.0997
Same Day,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Fasteners, 7.90 ,2,0%,2.528
Same Day,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Storage, 221.16 ,4,0%,57.5016
Same Day,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Binders, 127.96 ,2,0%,62.7004
Same Day,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Binders, 18.69 ,3,0%,9.1581
Same Day,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Supplies, 25.35 ,3,0%,7.605
Same Day,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings, 35.28 ,3,0%,11.9952
First Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper, 33.40 ,5,0%,16.032
First Class,Corporate,United States,Spokane,Washington,99207,West,Technology,Machines, 837.60 ,3,20%,62.82
Standard Class,Consumer,United States,Franklin,Tennessee,37064,South,Technology,Phones, 40.68 ,3,20%,-9.153
Standard Class,Consumer,United States,Jackson,Tennessee,38301,South,Furniture,Chairs, 209.57 ,2,20%,-23.5764
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Technology,Accessories, 22.37 ,4,20%,6.4308
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Binders, 3.88 ,2,70%,-2.588
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Paper, 115.30 ,3,20%,40.3536
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders, 1.91 ,2,70%,-1.5264
Standard Class,Home Office,United States,Danville,Illinois,61832,Central,Office Supplies,Binders, 43.37 ,7,80%,-69.3952
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones, 783.96 ,4,0%,219.5088
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders, 48.90 ,2,20%,18.336
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders, 7.86 ,2,20%,2.8478
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Labels, 5.90 ,2,20%,1.9926
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Supplies, 13.71 ,2,20%,1.0284
Standard Class,Consumer,United States,Chula Vista,California,91911,West,Office Supplies,Envelopes, 182.94 ,3,0%,85.9818
First Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Art, 27.76 ,4,0%,9.9936
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art, 25.99 ,1,0%,7.5371
First Class,Corporate,United States,San Antonio,Texas,78207,Central,Technology,Accessories, 113.52 ,5,20%,29.799
First Class,Corporate,United States,San Antonio,Texas,78207,Central,Technology,Phones, 359.88 ,3,20%,22.4925
Same Day,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper, 25.34 ,4,20%,9.1872
Second Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Binders, 11.95 ,3,20%,4.1832
Second Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Supplies, 6.24 ,3,0%,1.872
Second Class,Consumer,United States,Avondale,Arizona,85323,West,Technology,Phones, 742.34 ,8,20%,83.5128
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings, 6.46 ,1,60%,-4.04
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Labels, 11.52 ,5,20%,4.176
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones, 222.38 ,2,20%,16.6788
Standard Class,Home Office,United States,Escondido,California,92025,West,Office Supplies,Art, 23.36 ,4,0%,6.0736
Second Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Labels, 8.67 ,3,0%,4.0749
Second Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Supplies, 25.71 ,3,0%,6.6846
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Appliances, 100.94 ,7,0%,33.3102
First Class,Consumer,United States,Buffalo,New York,14215,East,Furniture,Chairs, 63.88 ,1,10%,10.647
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Chairs, 683.14 ,4,30%,0
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders, 1.48 ,3,80%,-2.214
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Supplies, 40.71 ,7,20%,3.5623
Standard Class,Consumer,United States,Wichita,Kansas,67212,Central,Office Supplies,Paper, 279.90 ,5,0%,137.151
Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Art, 13.12 ,5,20%,1.148
Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Furniture,Bookcases, 69.58 ,4,70%,-143.7904
Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Art, 4.22 ,3,20%,0.4752
Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Technology,Accessories, 58.08 ,4,20%,-6.534
Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings, 52.42 ,9,20%,15.0696
Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings, 54.92 ,5,20%,10.984
Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Furniture,Tables, 364.95 ,5,50%,-248.166
Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Paper, 85.06 ,3,20%,28.7064
Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Paper, 27.70 ,3,20%,9.6936
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper, 24.96 ,4,0%,11.232
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Furnishings, 43.13 ,1,0%,18.1146
Standard Class,Consumer,United States,Marietta,Georgia,30062,South,Office Supplies,Binders, 5.64 ,3,0%,2.7072
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders, 57.58 ,3,70%,-44.1462
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper, 31.10 ,6,20%,10.8864
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings, 30.19 ,3,20%,8.3028
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Phones, 43.60 ,5,20%,4.36
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Art, 4.77 ,2,20%,0.4172
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders, 10.38 ,2,70%,-7.612
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders, 13.39 ,8,70%,-9.8208
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones, 39.59 ,1,40%,-7.2589
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings, 91.01 ,9,20%,19.3392
Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper, 37.94 ,2,0%,18.2112
Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper, 42.80 ,10,0%,19.26
Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Storage, 33.63 ,3,0%,10.089
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes, 62.81 ,3,20%,21.1977
First Class,Consumer,United States,Eau Claire,Wisconsin,54703,Central,Office Supplies,Paper, 195.64 ,4,0%,91.9508
First Class,Consumer,United States,Eau Claire,Wisconsin,54703,Central,Technology,Phones, 239.90 ,2,0%,71.97
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs, 380.06 ,3,30%,-21.7176
